module,resource_key,arabic_name,english_name,current_route,current_status,target_classification,target_parent_or_resource,remain_navigable,own_persistence,priority,reason
product_data,product_data_product_grades,"درجات المنتجات","Product Grades","/admin/product-data/product-grades [admin.product-data.product-grades.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Optional Product classification masters",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
product_data,product_data_product_specifications,"مواصفات المنتجات","Product Specifications","/admin/product-data/product-specifications [admin.product-data.product-specifications.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_technical_properties,"الخصائص الفنية للمنتجات","Product Technical Properties","/admin/product-data/product-technical-properties [admin.product-data.product-technical-properties.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_units,"وحدات المنتجات","Product Units","/admin/product-data/product-units [admin.product-data.product-units.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_equivalent_units,"الوحدات المكافئة للمنتجات","Product Equivalent Units","/admin/product-data/product-equivalent-units [admin.product-data.product-equivalent-units.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_barcodes,"باركود المنتجات","Product Barcodes","/admin/product-data/product-barcodes [admin.product-data.product-barcodes.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_images,"صور المنتجات","Product Images","/admin/product-data/product-images [admin.product-data.product-images.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_documents,"مستندات المنتجات","Product Documents","/admin/product-data/product-documents [admin.product-data.product-documents.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — technical and document tabs",false,false,P0,"Subordinate data for Product Master — technical and document tabs; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_bom,"قائمة مكونات المنتج","Product BOM","/admin/product-data/product-bom [admin.product-data.product-bom.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — versioned BOM/formula",false,false,P0,"Subordinate data for Product Master — versioned BOM/formula; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_routing,"مسار تشغيل المنتج","Product Routing","/admin/product-data/product-routing [admin.product-data.product-routing.index]",UI_SHELL_ONLY_EMPTY_DATASET,REWORK,"Product Master — routing/version tab",true,true,P1,"Valid responsibility, but the generic shell CRUD lacks the required lifecycle, source links, snapshots, scoping, and audit semantics."
product_data,product_data_product_packaging_definitions,"تعريفات تعبئة المنتج","Product Packaging Definitions","/admin/product-data/product-packaging-definitions [admin.product-data.product-packaging-definitions.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — packaging definition",false,false,P0,"Subordinate data for Product Master — packaging definition; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_storage_requirements,"متطلبات تخزين المنتج","Product Storage Requirements","/admin/product-data/product-storage-requirements [admin.product-data.product-storage-requirements.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — inventory policy",false,false,P1,"Subordinate data for Product Master — inventory policy; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_quality_specifications,"مواصفات جودة المنتج","Product Quality Specifications","/admin/product-data/product-quality-specifications [admin.product-data.product-quality-specifications.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — quality specification / inspection plan",false,false,P0,"Subordinate data for Product Master — quality specification / inspection plan; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_reorder_policies,"سياسات إعادة طلب المنتج","Product Reorder Policies","/admin/product-data/product-reorder-policies [admin.product-data.product-reorder-policies.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — inventory policy",false,false,P1,"Subordinate data for Product Master — inventory policy; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_safety_stock_policies,"سياسات مخزون الأمان للمنتج","Product Safety Stock Policies","/admin/product-data/product-safety-stock-policies [admin.product-data.product-safety-stock-policies.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — inventory policy",false,false,P1,"Subordinate data for Product Master — inventory policy; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_batch_policies,"سياسات تشغيلات المنتج","Product Batch Policies","/admin/product-data/product-batch-policies [admin.product-data.product-batch-policies.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — inventory policy",false,false,P1,"Subordinate data for Product Master — inventory policy; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_product_shelf_life_policies,"سياسات صلاحية المنتج","Product Shelf-Life Policies","/admin/product-data/product-shelf-life-policies [admin.product-data.product-shelf-life-policies.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Product Master — inventory policy",false,false,P1,"Subordinate data for Product Master — inventory policy; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_mold_product_relationships,"علاقات الاسطمبة والمنتج","Mold / Product Relationships","/admin/product-data/mold-product-relationships [admin.product-data.mold-product-relationships.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Machine / Mold / Product Compatibility",false,false,P0,"Subordinate data for Machine / Mold / Product Compatibility; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_machine_product_relationships,"علاقات الماكينة والمنتج","Machine / Product Relationships","/admin/product-data/machine-product-relationships [admin.product-data.machine-product-relationships.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Machine / Mold / Product Compatibility",false,false,P0,"Subordinate data for Machine / Mold / Product Compatibility; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_raw_material_substitution_rules,"قواعد استبدال الخامات","Raw Material Substitution Rules","/admin/product-data/raw-material-substitution-rules [admin.product-data.raw-material-substitution-rules.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Material substitution policy",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
product_data,product_data_scrap_definitions,"تعريفات الهالك","Scrap Definitions","/admin/product-data/scrap-definitions [admin.product-data.scrap-definitions.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Production loss reason setup",false,false,P1,"Subordinate data for Production loss reason setup; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
product_data,product_data_waste_definitions,"تعريفات الفاقد","Waste Definitions","/admin/product-data/waste-definitions [admin.product-data.waste-definitions.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Production loss reason setup",false,false,P1,"Subordinate data for Production loss reason setup; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_leads,"العملاء المحتملون",Leads,"/admin/sales/leads [admin.sales.leads.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_opportunities,"الفرص البيعية",Opportunities,"/admin/sales/opportunities [admin.sales.opportunities.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_customer_inquiries,"استفسارات العملاء","Customer Inquiries","/admin/sales/customer-inquiries [admin.sales.customer-inquiries.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_customer_requests,"طلبات العملاء","Customer Requests","/admin/sales/customer-requests [admin.sales.customer-requests.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_customer_visits,"زيارات العملاء","Customer Visits","/admin/sales/customer-visits [admin.sales.customer-visits.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_customer_follow_ups,"متابعات العملاء","Customer Follow-ups","/admin/sales/customer-follow-ups [admin.sales.customer-follow-ups.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"CRM workspace",false,true,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_customer_contacts,"جهات اتصال العملاء","Customer Contacts","/admin/sales/customer-contacts [admin.sales.customer-contacts.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Master",false,false,P1,"Subordinate data for Customer Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_addresses,"عناوين العملاء","Customer Addresses","/admin/sales/customer-addresses [admin.sales.customer-addresses.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Master",false,false,P1,"Subordinate data for Customer Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_sites,"مواقع العملاء","Customer Sites","/admin/sales/customer-sites [admin.sales.customer-sites.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Master",false,false,P1,"Subordinate data for Customer Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_credit_limits,"حدود ائتمان العملاء","Customer Credit Limits","/admin/sales/customer-credit-limits [admin.sales.customer-credit-limits.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Commercial Agreement",false,false,P0,"Subordinate data for Customer Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_price_lists,"قوائم أسعار العملاء","Customer Price Lists","/admin/sales/customer-price-lists [admin.sales.customer-price-lists.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Commercial Agreement",false,false,P0,"Subordinate data for Customer Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_contracts,"عقود العملاء","Customer Contracts","/admin/sales/customer-contracts [admin.sales.customer-contracts.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Commercial Agreement",false,false,P0,"Subordinate data for Customer Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_contract_amendments,"تعديلات عقود العملاء","Customer Contract Amendments","/admin/sales/customer-contract-amendments [admin.sales.customer-contract-amendments.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Commercial Agreement",false,false,P0,"Subordinate data for Customer Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_specifications,"مواصفات العملاء","Customer Specifications","/admin/sales/customer-specifications [admin.sales.customer-specifications.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Commercial Agreement",false,false,P0,"Subordinate data for Customer Commercial Agreement; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_customer_attachments,"مرفقات العملاء","Customer Attachments","/admin/sales/customer-attachments [admin.sales.customer-attachments.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Customer Master",false,false,P1,"Subordinate data for Customer Master; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_quotation_comparison,"مقارنة عروض الأسعار","Quotation Comparison","/admin/sales/quotation-comparison [admin.sales.quotation-comparison.index]",UI_SHELL_ONLY_EMPTY_DATASET,FUTURE_BACKLOG,"Quotation comparison inquiry",false,false,P2,"Plausible ERP capability, but not confirmed for the immediate Plastic Factory execution path and not implemented beyond shell metadata."
sales,sales_sales_orders,"أوامر البيع","Sales Orders","/admin/sales/sales-orders [admin.sales.sales-orders.index]",UI_SHELL_ONLY_EMPTY_DATASET,KEEP_STANDALONE,"Sales Order",true,true,P0,"Independent master, transaction, planning workspace, or controlled document required by the target responsibility."
sales,sales_sales_order_lines,"سطور أوامر البيع","Sales Order Lines","/admin/sales/sales-order-lines [admin.sales.sales-order-lines.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Sales Order",false,false,P0,"Subordinate data for Sales Order; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_sales_order_specifications,"مواصفات أوامر البيع","Sales Order Specifications","/admin/sales/sales-order-specifications [admin.sales.sales-order-specifications.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Sales Order",false,false,P0,"Subordinate data for Sales Order; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_sales_order_change_requests,"طلبات تغيير أوامر البيع","Sales Order Change Requests","/admin/sales/sales-order-change-requests [admin.sales.sales-order-change-requests.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Sales Order — controlled change log",false,false,P1,"Subordinate data for Sales Order — controlled change log; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_sales_order_approvals,"اعتمادات أوامر البيع","Sales Order Approvals","/admin/sales/sales-order-approvals [admin.sales.sales-order-approvals.index]",UI_SHELL_ONLY_EMPTY_DATASET,WORKFLOW_ACTION,"Sales Order",false,false,P0,"This changes state or generates a downstream document from Sales Order; persist an audited transition/event, not a standalone CRUD resource."
sales,sales_sales_order_payment_schedule,"جدول دفعات أمر البيع","Sales Order Payment Schedule","/admin/sales/sales-order-payment-schedule [admin.sales.sales-order-payment-schedule.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Sales Order",false,false,P0,"Subordinate data for Sales Order; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_sales_order_delivery_schedule,"جدول تسليم أمر البيع","Sales Order Delivery Schedule","/admin/sales/sales-order-delivery-schedule [admin.sales.sales-order-delivery-schedule.index]",UI_SHELL_ONLY_EMPTY_DATASET,MERGE_INTO_PARENT,"Sales Order",false,false,P0,"Subordinate data for Sales Order; keep it as a tab, repeater, relationship, or child collection instead of a menu CRUD."
sales,sales_sales_order_status_history,"سجل حالات أمر البيع","Sales Order Status History","/admin/sales/sales-order-status-history [admin.sales.sales-order-status-history.index]",UI_SHELL_ONLY_EMPTY_DATASET,HISTORY_OR_INQUIRY,"Sales Order",true,false,P0,"Derived read-only view over Sales Order; it must not own authoritative transaction rows."
sales,sales_sales_contracts,"عقود المبيعات","Sales Contracts","/admin/sales/sales-contracts [admin.sales.sales-contracts.index]",UI_SHELL_ONLY_EMPTY_DATASET,REMOVE_FROM_PLASTIC,"Unsupported project/contract sales architecture",false,false,P3,"Project/contract-oriented legacy concept unsupported by the confirmed Plastic Factory requirements."
sales,sales_contract_milestones,"مراحل العقود","Contract Milestones","/admin/sales/contract-milestones [admin.sales.contract-milestones.index]",UI_SHELL_ONLY_EMPTY_DATASET,REMOVE_FROM_PLASTIC,"Unsupported project/contract sales architecture",false,false,P3,"Project/contract-oriented legacy concept unsupported by the confirmed Plastic Factory requirements."
sales,sales_contract_delivery_schedule,"جدول تسليم العقد","Contract Delivery Schedule","/admin/sales/contract-delivery-schedule [admin.sales.contract-delivery-schedule.index]",UI_SHELL_ONLY_EMPTY_DATASET,REMOVE_FROM_PLASTIC,"Unsupported project/contract sales architecture",false,false,P3,"Project/contract-oriented legacy concept unsupported by the confirmed Plastic Factory requirements."
sales,sales_contract_payment_schedule,"جدول دفعات العقد","Contract Payment Schedule","/admin/sales/contract-payment-schedule [admin.sales.contract-payment-schedule.index]",UI_SHELL_ONLY_EMPTY_DATASET,REMOVE_FROM_PLASTIC,"Unsupported project/contract sales architecture",false,false,P3,"Project/contract-oriented legacy concept unsupported by the confirmed Plastic Factory requirements."
